calibration_type	null_model	repeat	n_cells	n_genes	false_signal_pc_floor	false_signal	false_call	n_signal_pcs	accepted_embedding_pcs	cluster_n	analysis_status	no_call_reason	rare_state_guard	rare_state_guard_selected	rare_state_guard_reason	rare_state_binary_fraction	rare_state_binary_separation	rare_state_binary_silhouette	selected_hvg_n	mp_edge	selected_edge	bulk_ks	null_false_positive_rate	runtime_seconds	peak_memory_mb
realistic_null	library_multinomial_null	31	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.219632236077355	6.407488251759842	0.0165188212422877		0.2240880999888759	6.620930671691895
realistic_null	gene_permutation_null	31	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.53559256040509	6.732991752498822	0.0175391806073894		0.1269383000035304	6.620705604553223
realistic_null	library_stratified_gene_null	31	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.418613647489241	6.612479641531202	0.0236367692580483		0.1324468000093475	6.621018409729004
realistic_null	library_multinomial_null	32	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.078865056312313	6.2624693798487385	0.0132070441043229		0.137110500014387	6.620759963989258
realistic_null	gene_permutation_null	32	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					300	4.91483558151056	5.092969519054828	0.0161308234659556		0.1306963999813888	6.621127128601074
realistic_null	library_stratified_gene_null	32	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.268179649677048	6.457501977730487	0.0125783486322502		0.1284774999949149	6.620835304260254
realistic_null	library_multinomial_null	33	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	5.991930345435039	6.172908917513817	0.0133739237204598		0.2221395999949891	6.620809555053711
realistic_null	gene_permutation_null	33	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.4522584932115	6.647140686672612	0.0122155261126856		0.2286647000000812	6.620593070983887
realistic_null	library_stratified_gene_null	33	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.3081031312863685	6.498631296904253	0.0150340637055684		0.2020583000266924	6.620770454406738
realistic_null	library_multinomial_null	34	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.096790385025655	6.280936120128565	0.0130693777130531		0.1364101999788545	6.621068954467773
